journey_id,trip_id,journey_start_datetime,journey_start_lat,journey_start_lon,journey_start_insee,journey_start_postcode,journey_start_town,journey_start_country,journey_end_datetime,journey_end_lat,journey_end_lon,journey_end_insee,journey_end_postcode,journey_end_town,journey_end_country,journey_distance,journey_duration
1525091,eed9e5e4-e66b-4d72-b894-40bd90b0299f,2019-12-01T10:30:00.000Z,45.778999999999996,4.803,69123,69001,Lyon,France,2019-12-01T10:45:00.000Z,45.8,4.77,69116,69760,Limonest,France,6430,463
1525096,cc185162-6933-4afd-8ca2-7c56d26a28af,2019-12-01T11:15:00.000Z,45.763000000000005,4.8660000000000005,69123,69001,Lyon,France,2019-12-01T11:30:00.000Z,45.705,4.831,69152,69310,Pierre-Bénite,France,12402,893
1525376,91d67c41-2f48-484e-8216-613eacaeb78e,2019-12-01T13:45:00.000Z,45.705,4.831,69152,69310,Pierre-Bénite,France,2019-12-01T14:00:00.000Z,45.763000000000005,4.8660000000000005,69123,69001,Lyon,France,11472,826
1527138,789792d6-4762-47a8-83ae-79c0a3d620bc,2019-12-01T20:00:00.000Z,46.02,4.7,69013,69400,Arnas,France,2019-12-01T20:30:00.000Z,45.778,4.862,69266,69100,Villeurbanne,France,29444,2120
1527194,264f716b-9157-4886-bcaf-9a5c9dd64266,2019-12-01T20:45:00.000Z,45.97,4.33,69006,69550,Amplepuis,France,2019-12-01T21:00:00.000Z,45.89,4.43,69243,69170,Tarare,France,14416,1038
1531402,d00d3fb4-3bfd-4bf7-8e7e-03288e5d7b08,2019-12-02T05:15:00.000Z,45.98,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-02T06:00:00.000Z,45.74,4.93,69271,69680,Chassieu,France,29055,2092
1531693,bc66c8ff-faad-403f-a218-f02170cf06f9,2019-12-02T05:30:00.000Z,45.89,4.44,69243,69170,Tarare,France,2019-12-02T06:00:00.000Z,45.8,4.75,69072,69570,Dardilly,France,22291,1605
1532202,a9f5f77e-ff47-4749-be89-83dea708b27f,2019-12-02T05:45:00.000Z,45.717,4.891,69259,69200,Vénissieux,France,2019-12-02T06:00:00.000Z,45.785,4.91,69256,69120,Vaulx-en-Velin,France,9680,697
1532280,7a78017b-4ebc-4cfc-879b-c02e5b14a326,2019-12-02T05:45:00.000Z,45.669,4.856,69276,69320,Feyzin,France,2019-12-02T06:15:00.000Z,45.782,4.766,69081,69130,Écully,France,19888,1432
1532334,95f423a6-b939-4909-aa1a-b21249a8b1dc,2019-12-02T05:45:00.000Z,45.99,4.71,69264,69400,Villefranche-sur-Saône,France,2019-12-02T06:15:00.000Z,45.768,4.7860000000000005,69244,69160,Tassin-la-Demi-Lune,France,21138,1522
1532194,b2918e89-d1c8-4342-85c4-1d62895192e6,2019-12-02T05:45:00.000Z,45.97,4.73,69264,69400,Villefranche-sur-Saône,France,2019-12-02T06:30:00.000Z,45.72,4.97,69271,69680,Chassieu,France,27180,1957
1531695,f4c00798-6fe1-477b-8c89-d26741c238f1,2019-12-02T06:00:00.000Z,45.748000000000005,4.82,69123,69001,Lyon,France,2019-12-02T06:15:00.000Z,45.77,4.7,69127,69280,Marcy-l'Étoile,France,14249,1026
1531739,849854ff-a40f-4eca-babb-ec0134e54361,2019-12-02T06:00:00.000Z,45.766000000000005,4.879,69266,69100,Villeurbanne,France,2019-12-02T06:15:00.000Z,45.69,4.96,69290,69800,Saint-Priest,France,14152,1019
1531995,4299d823-632d-488c-b430-a2e7d38f5a91,2019-12-02T06:00:00.000Z,45.781000000000006,4.886,69266,69100,Villeurbanne,France,2019-12-02T06:15:00.000Z,45.7,4.9,69290,69800,Saint-Priest,France,10527,758
1532436,5c91213a-42b5-4a0a-bd3e-65f1fb359102,2019-12-02T06:00:00.000Z,45.785,4.93,69256,69120,Vaulx-en-Velin,France,2019-12-02T06:30:00.000Z,45.751999999999995,4.8260000000000005,69123,69001,Lyon,France,15805,1138
1531850,8217985c-200c-42ea-8157-568137815848,2019-12-02T06:00:00.000Z,45.82,4.9,69286,69140,Rillieux-la-Pape,France,2019-12-02T06:15:00.000Z,45.726000000000006,4.838,69123,69001,Lyon,France,18111,1304
1532156,110cbffa-ccec-4b34-b41c-06a6e453ef8e,2019-12-02T06:00:00.000Z,45.763999999999996,4.785,69244,69160,Tassin-la-Demi-Lune,France,2019-12-02T06:15:00.000Z,45.79,4.859,69034,69300,Caluire-et-Cuire,France,9541,687
1531657,9ec21700-a588-4565-be1e-69934caca04f,2019-12-02T06:00:00.000Z,45.739,4.914,69029,69500,Bron,France,2019-12-02T06:15:00.000Z,45.65,4.75,69268,69390,Vourles,France,17069,1229
1513909,88c67726-0d95-4333-996d-a2ae2bcfc2b9,2019-12-02T06:00:00.000Z,45.83,4.88,69293,69580,Sathonay-Village,France,2019-12-02T06:30:00.000Z,45.778999999999996,4.805,69123,69001,Lyon,France,11962,1555
1532579,d29bc4be-e918-45d0-861d-375cd09f7926,2019-12-02T06:15:00.000Z,45.75,4.832,69123,69001,Lyon,France,2019-12-02T06:30:00.000Z,45.67,4.76,69027,69530,Brignais,France,11388,820
1531927,d87db04d-1dce-4af7-aa64-e9df15f44f9a,2019-12-02T06:15:00.000Z,45.778,4.803999999999999,69123,69001,Lyon,France,2019-12-02T06:15:00.000Z,45.785,4.765,69081,69130,Écully,France,6513,469
1532508,1c839d33-ee19-4672-9715-bde7a455494a,2019-12-02T06:15:00.000Z,45.751000000000005,4.838,69123,69001,Lyon,France,2019-12-02T06:30:00.000Z,45.8,4.77,69116,69760,Limonest,France,9361,674
1531891,c540d067-d3df-4612-ab00-2e25030fb709,2019-12-02T06:15:00.000Z,45.768,4.849,69123,69001,Lyon,France,2019-12-02T06:30:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,13125,945
1532158,a8d1aaa9-99a4-4a14-a9a5-04768d910478,2019-12-02T06:15:00.000Z,45.78,4.883,69266,69100,Villeurbanne,France,2019-12-02T06:45:00.000Z,45.81,4.77,69116,69760,Limonest,France,15222,1096
1531789,051c3d56-b032-41cc-8444-1c184a46fb15,2019-12-02T06:15:00.000Z,45.765,4.9,69266,69100,Villeurbanne,France,2019-12-02T06:30:00.000Z,45.7,4.9,69290,69800,Saint-Priest,France,8458,609
1531565,09ae9b67-c21e-495f-9b36-9eaa0195cf98,2019-12-02T06:15:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-02T06:30:00.000Z,45.8,4.76,69072,69570,Dardilly,France,14180,1021
1531941,2b6575a5-7473-49a7-b5c2-f1838624e7ef,2019-12-02T06:15:00.000Z,45.765,4.768,69081,69130,Écully,France,2019-12-02T06:15:00.000Z,45.775,4.801,69123,69001,Lyon,France,4152,299
1532121,9d0a6829-dbd6-4984-980d-56c466a22116,2019-12-02T06:15:00.000Z,45.708999999999996,4.852,69199,69190,Saint-Fons,France,2019-12-02T06:30:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,10638,766
1531882,d6a9fc4a-5888-4092-9d89-07410049ab4e,2019-12-02T06:15:00.000Z,45.791000000000004,4.841,69034,69300,Caluire-et-Cuire,France,2019-12-02T06:30:00.000Z,45.81,4.77,69072,69570,Dardilly,France,11847,853
1532182,6f13ffd3-1725-4eaf-996a-4af189fdd205,2019-12-02T06:15:00.000Z,45.721000000000004,4.795,69149,69600,Oullins,France,2019-12-02T06:45:00.000Z,45.61,4.67,69141,69440,Mornant,France,18430,1327
1512964,1e2daa06-4ab2-49d3-910d-878eb3e4812b,2019-12-02T06:30:00.000Z,45.753,4.893,69123,69001,Lyon,France,2019-12-02T06:45:00.000Z,45.788999999999994,4.865,69034,69300,Caluire-et-Cuire,France,8297,790
1535354,514d4538-26e5-486a-8ef2-337faa64103f,2019-12-02T06:30:00.000Z,45.743,4.878,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.68,4.77,69027,69530,Brignais,France,19319,1391
1535518,ac5b92b6-9eb0-4391-b1c2-ad0444765eed,2019-12-02T06:30:00.000Z,45.74,4.835,69123,69001,Lyon,France,2019-12-02T06:45:00.000Z,45.81,4.77,69072,69570,Dardilly,France,11875,855
1535142,847907ce-2374-4ccb-8823-4f6cfd43290b,2019-12-02T06:30:00.000Z,45.76,4.863,69123,69001,Lyon,France,2019-12-02T06:45:00.000Z,45.8,4.77,69116,69760,Limonest,France,13666,984
1535359,d107081e-22dd-4818-aee4-27fa44bf5d8d,2019-12-02T06:30:00.000Z,45.751000000000005,4.838,69123,69001,Lyon,France,2019-12-02T06:45:00.000Z,45.68,4.782,69204,69230,Saint-Genis-Laval,France,11638,838
1533451,ea51a9d5-f126-43aa-a9b9-cbc0ef3ce789,2019-12-02T06:30:00.000Z,45.753,4.912,69266,69100,Villeurbanne,France,2019-12-02T06:30:00.000Z,45.782,4.877,69266,69100,Villeurbanne,France,5861,422
1514426,16a92e8e-f182-4112-9e6c-0ff9275cd96f,2019-12-02T06:30:00.000Z,45.771,4.861000000000001,69266,69100,Villeurbanne,France,2019-12-02T06:45:00.000Z,45.7,4.93,69290,69800,Saint-Priest,France,14380,1298
1533218,00ebc3a3-1c25-42a1-a17e-04b0284db0cd,2019-12-02T06:30:00.000Z,46.12,4.73,69019,69220,Belleville-en-Beaujolais,France,2019-12-02T07:00:00.000Z,45.81,4.77,69116,69760,Limonest,France,23111,1664
1534165,9fc99175-d137-4e32-bfbe-717c9ff447df,2019-12-02T06:30:00.000Z,45.76,4.99,69282,69330,Meyzieu,France,2019-12-02T06:30:00.000Z,45.757,4.936,69275,69150,Décines-Charpieu,France,7583,546
1534059,ad674a46-fc3e-4766-9f4b-62350ba416ca,2019-12-02T06:30:00.000Z,45.803999999999995,4.782,69040,69410,Champagne-au-Mont-d'Or,France,2019-12-02T07:00:00.000Z,45.76,5.03,69282,69330,Meyzieu,France,26041,1875
1534766,6a9115d0-36c7-41a4-a173-9db6ef9c4d17,2019-12-02T06:30:00.000Z,46.11,4.57,69124,69430,Marchampt,France,2019-12-02T07:15:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,42277,3044
1534221,ab8989e7-02fd-426e-9781-6b57b53de388,2019-12-02T06:30:00.000Z,45.733000000000004,4.908,69029,69500,Bron,France,2019-12-02T06:30:00.000Z,45.751999999999995,4.9,69029,69500,Bron,France,3333,240
1534671,a8ed9f54-e0e2-445f-9990-4dcb180d7c28,2019-12-02T06:30:00.000Z,45.717,4.809,69149,69600,Oullins,France,2019-12-02T06:45:00.000Z,45.786,4.776,69081,69130,Écully,France,12625,909
1534670,6607bd0c-2ac7-4745-a5d5-0edbc66746cf,2019-12-02T06:30:00.000Z,45.69,4.93,69290,69800,Saint-Priest,France,2019-12-02T06:45:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,16041,1155
1535381,4b788b8c-301a-46d4-b978-c476b191394c,2019-12-02T06:45:00.000Z,45.768,4.849,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.77,4.7,69127,69280,Marcy-l'Étoile,France,18388,1324
1533139,03883e42-3ccd-4423-b06e-ee33e71f3f27,2019-12-02T06:45:00.000Z,45.74100000000001,4.86,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.766000000000005,4.803999999999999,69123,69001,Lyon,France,7222,520
1513172,5962e652-72da-4b79-90ec-93a07d918110,2019-12-02T06:45:00.000Z,45.772,4.838,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.786,4.763999999999999,69081,69130,Écully,France,7449,1281
1514819,b5363662-d95e-4642-a542-ba751be44c60,2019-12-02T06:45:00.000Z,45.742,4.85,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.8,4.77,69116,69760,Limonest,France,11542,1182
1534796,d8776df9-37da-4404-bd25-d05196a5045b,2019-12-02T06:45:00.000Z,45.773,4.85,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.72,4.98,69277,69740,Genas,France,17388,1252
1534950,9b3650fe-6a74-48e0-8ff4-efa839da84df,2019-12-02T06:45:00.000Z,45.763000000000005,4.8660000000000005,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.726000000000006,4.925,69029,69500,Bron,France,9666,696
1534197,64c711ad-d02f-465b-9a3a-5a21b25ad7b6,2019-12-02T06:45:00.000Z,45.773,4.85,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.785,4.765,69081,69130,Écully,France,11000,792
1533374,9acfdb2b-67b5-40e0-a6e8-983313b091a5,2019-12-02T06:45:00.000Z,45.757,4.855,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.68,4.77,69027,69530,Brignais,France,18888,1360
1534686,c31e7015-e313-4241-a54d-33a17c4057e4,2019-12-02T06:45:00.000Z,45.778,4.878,69266,69100,Villeurbanne,France,2019-12-02T07:00:00.000Z,45.797,4.789,69040,69410,Champagne-au-Mont-d'Or,France,12347,889
1534845,6b4f42ec-d052-497a-a823-df0ab57febfd,2019-12-02T06:45:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-02T07:00:00.000Z,45.758,4.775,69244,69160,Tassin-la-Demi-Lune,France,12555,904
1534829,6b4f42ec-d052-497a-a823-df0ab57febfd,2019-12-02T06:45:00.000Z,45.763000000000005,4.873,69266,69100,Villeurbanne,France,2019-12-02T07:15:00.000Z,45.77,4.7,69127,69280,Marcy-l'Étoile,France,21083,1518
1513692,8f41e3ff-9787-41c1-8b01-912fb62b7361,2019-12-02T06:45:00.000Z,45.75,4.74,69205,69290,Saint-Genis-les-Ollières,France,2019-12-02T07:15:00.000Z,45.773999999999994,4.874,69266,69100,Villeurbanne,France,16477,1681
1534753,287f6fe5-6deb-4eda-bdec-2a6ea8d70c12,2019-12-02T06:45:00.000Z,45.797,4.875,69034,69300,Caluire-et-Cuire,France,2019-12-02T06:45:00.000Z,45.777,4.925,69256,69120,Vaulx-en-Velin,France,8347,601
1534778,3136c997-0353-458d-9b30-796dc1db29f2,2019-12-02T06:45:00.000Z,45.79,4.859,69034,69300,Caluire-et-Cuire,France,2019-12-02T07:00:00.000Z,45.8,4.77,69116,69760,Limonest,France,12041,867
1534146,2a1a6aea-dd1a-44d5-800b-8857bbcd1df8,2019-12-02T07:00:00.000Z,45.738,4.852,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.8,4.76,69072,69570,Dardilly,France,12263,883
1535251,4e4c467e-f7aa-4267-a2e7-1e295dbf79c8,2019-12-02T07:00:00.000Z,45.755,4.851,69123,69001,Lyon,France,2019-12-02T07:30:00.000Z,45.68,4.77,69027,69530,Brignais,France,18430,1327
1514834,e929e87b-1a83-402e-bb5e-7d351a965f85,2019-12-02T07:00:00.000Z,45.748000000000005,4.83,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,9205,858
1534926,cf33ef4c-5d6a-48ce-9328-f5771f3b5bc5,2019-12-02T07:00:00.000Z,45.773999999999994,4.831,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.81,4.75,69072,69570,Dardilly,France,14361,1034
1512928,2f4ccfe4-b4dd-4ab1-b38e-ff16d8440b7a,2019-12-02T07:00:00.000Z,45.772,4.853,69123,69001,Lyon,France,2019-12-02T07:30:00.000Z,45.786,4.763999999999999,69081,69130,Écully,France,8625,1422
1535485,ac35da0d-b69d-4a53-bcc8-8e2154f2f67c,2019-12-02T07:00:00.000Z,45.751999999999995,4.8260000000000005,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.8,4.75,69072,69570,Dardilly,France,9972,718
1535454,26d6c3fc-f7ae-4e87-95d4-bb95ad8ff2b5,2019-12-02T07:00:00.000Z,45.743,4.824,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.81,4.77,69116,69760,Limonest,France,11625,837
1533018,6aa6e90a-bef2-4511-8e2d-42481df9b6ec,2019-12-02T07:00:00.000Z,45.748000000000005,4.813,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.785,4.765,69081,69130,Écully,France,9333,672
1534948,99c8a8ff-ac9e-4f63-aa07-355cf26c7cd0,2019-12-02T07:00:00.000Z,45.763000000000005,4.857,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.733999999999995,4.931,69029,69500,Bron,France,11000,792
1533021,6aa6e90a-bef2-4511-8e2d-42481df9b6ec,2019-12-02T07:00:00.000Z,45.763000000000005,4.795,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.785,4.765,69081,69130,Écully,France,7430,535
1514756,1ebb23d9-52cd-4b35-897f-efde28768afb,2019-12-02T07:00:00.000Z,45.748000000000005,4.83,69123,69001,Lyon,France,2019-12-02T07:00:00.000Z,45.8,4.77,69116,69760,Limonest,France,9205,851
1534148,96f684db-9b09-40a6-8687-8177125e6ef3,2019-12-02T07:00:00.000Z,45.748999999999995,4.86,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.73,4.97,69271,69680,Chassieu,France,12583,906
1534876,cf33ef4c-5d6a-48ce-9328-f5771f3b5bc5,2019-12-02T07:00:00.000Z,45.78,4.825,69123,69001,Lyon,France,2019-12-02T07:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,11513,829
1534886,a50b7339-7462-488b-9626-e0fadd309eab,2019-12-02T07:00:00.000Z,45.77,4.863,69266,69100,Villeurbanne,France,2019-12-02T07:30:00.000Z,45.61,4.7,69141,69440,Mornant,France,23916,1722
1533349,8b75d488-afbb-4ad9-be0a-fb6bbdb39051,2019-12-02T07:00:00.000Z,45.778999999999996,4.875,69266,69100,Villeurbanne,France,2019-12-02T07:15:00.000Z,45.786,4.776,69081,69130,Écully,France,13555,976
1533239,71430417-3907-4d11-801b-9101382c1aff,2019-12-02T07:00:00.000Z,45.769,4.878,69266,69100,Villeurbanne,France,2019-12-02T07:15:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,11277,812
1533258,068b0323-7abc-40f2-8571-f0466e8b523c,2019-12-02T07:00:00.000Z,45.75899999999999,4.877,69266,69100,Villeurbanne,France,2019-12-02T07:15:00.000Z,45.705,4.831,69152,69310,Pierre-Bénite,France,12958,933
1534945,bc7358f7-826c-4a77-8e30-bd39ffcc779d,2019-12-02T07:00:00.000Z,45.771,4.908,69256,69120,Vaulx-en-Velin,France,2019-12-02T07:15:00.000Z,45.71,4.96,69290,69800,Saint-Priest,France,11166,804
1534882,9e1947ec-66fb-4184-88ce-4a2868bdae9a,2019-12-02T07:00:00.000Z,45.83,4.61,69010,69210,L'Arbresle,France,2019-12-02T07:15:00.000Z,45.803999999999995,4.782,69040,69410,Champagne-au-Mont-d'Or,France,14000,1008
1534984,078b00c8-c1b4-404e-a947-2300d77a5797,2019-12-02T07:00:00.000Z,46.1,4.74,69019,69220,Belleville-en-Beaujolais,France,2019-12-02T07:45:00.000Z,45.72,4.92,69290,69800,Saint-Priest,France,37069,2669
1535271,54ceddbf-7943-4687-a1ed-a50b0e53920f,2019-12-02T07:00:00.000Z,45.726000000000006,4.907,69029,69500,Bron,France,2019-12-02T07:30:00.000Z,45.788999999999994,4.776,69081,69130,Écully,France,17194,1238
1514842,cab29e87-2a71-4e38-a791-9f4a27398a6b,2019-12-02T07:15:00.000Z,45.772,4.838,69123,69001,Lyon,France,2019-12-02T07:30:00.000Z,45.786,4.763999999999999,69081,69130,Écully,France,7395,1271
1534860,e24d9ecd-5990-4d41-8964-4753d1e5582b,2019-12-02T07:15:00.000Z,45.757,4.855,69123,69001,Lyon,France,2019-12-02T07:30:00.000Z,45.79,4.791,69040,69410,Champagne-au-Mont-d'Or,France,10958,789
1534963,485cc750-9064-4695-853e-53b3b03fdfcf,2019-12-02T07:15:00.000Z,45.757,4.8,69123,69001,Lyon,France,2019-12-02T07:30:00.000Z,45.8,4.77,69116,69760,Limonest,France,8888,640
1534183,79ba1393-70af-47d7-883e-7c8081fa52b0,2019-12-02T07:15:00.000Z,45.773999999999994,4.868,69266,69100,Villeurbanne,France,2019-12-02T07:30:00.000Z,45.726000000000006,4.925,69029,69500,Bron,France,10611,764
1534296,42365683-e06e-4d86-ac8a-2d5bf7cc11b2,2019-12-02T07:15:00.000Z,45.776,4.871,69266,69100,Villeurbanne,France,2019-12-02T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,14347,1033
1514317,d3b924ab-f6ec-4734-881e-50980fddeaee,2019-12-02T07:15:00.000Z,45.776,4.873,69266,69100,Villeurbanne,France,2019-12-02T07:45:00.000Z,45.81,4.77,69116,69760,Limonest,France,15645,1076
1534298,bd46de7a-7c6b-406a-8500-16e35a3f633d,2019-12-02T07:15:00.000Z,46.1,4.75,69019,69220,Belleville-en-Beaujolais,France,2019-12-02T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,18527,1334
1533075,78c95737-7b14-4475-a696-cf1c030744f6,2019-12-02T07:15:00.000Z,46.02,4.72,69013,69400,Arnas,France,2019-12-02T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,13888,1000
1533169,544b2418-7420-4760-b519-e412ad395ab2,2019-12-02T07:15:00.000Z,45.98,4.74,69264,69400,Villefranche-sur-Saône,France,2019-12-02T07:30:00.000Z,45.81,4.77,69116,69760,Limonest,France,13638,982
1534329,a8cad263-653b-491a-a573-9d837a10e337,2019-12-02T07:30:00.000Z,45.775,4.801,69123,69001,Lyon,France,2019-12-02T07:45:00.000Z,45.81,4.77,69116,69760,Limonest,France,7750,558
1535103,efbc2f72-481f-4bc6-b52e-a941b4d021d5,2019-12-02T07:30:00.000Z,45.762,4.877,69266,69100,Villeurbanne,France,2019-12-02T07:45:00.000Z,45.71,4.92,69290,69800,Saint-Priest,France,10513,757
1534334,0759575d-87e9-4a02-9a90-7854ae440635,2019-12-02T07:30:00.000Z,45.85,4.65,69050,69380,Châtillon,France,2019-12-02T08:00:00.000Z,45.773999999999994,4.793,69123,69001,Lyon,France,15972,1150
1513724,7d1e4f96-e7f9-43de-be9f-82e40eb9767d,2019-12-02T07:30:00.000Z,45.73,4.96,69271,69680,Chassieu,France,2019-12-02T07:45:00.000Z,45.758,4.916,69266,69100,Villeurbanne,France,5484,987
1535433,0935b367-1903-4ceb-936d-458937a3ced0,2019-12-02T08:15:00.000Z,45.751999999999995,4.9,69029,69500,Bron,France,2019-12-02T08:45:00.000Z,45.81,4.76,69072,69570,Dardilly,France,20041,1443
1572185,cb9344c1-5864-4a02-ba1d-f13e5789e31a,2019-12-02T15:15:00.000Z,45.773999999999994,4.793,69123,69001,Lyon,France,2019-12-02T15:30:00.000Z,45.85,4.66,69121,69380,Lozanne,France,15250,1098
1572181,f0a173b9-5314-4205-bc5d-43087f56bb26,2019-12-02T15:15:00.000Z,45.81,4.75,69072,69570,Dardilly,France,2019-12-02T15:30:00.000Z,45.751000000000005,4.838,69123,69001,Lyon,France,12236,881
1572198,6c54809c-4764-4da8-b91e-9c3194c19d69,2019-12-02T15:15:00.000Z,45.72,4.97,69271,69680,Chassieu,France,2019-12-02T15:45:00.000Z,45.97,4.73,69264,69400,Villefranche-sur-Saône,France,26583,1914
1573182,71a1ab02-20ca-42b4-98e1-99625a109d59,2019-12-02T15:30:00.000Z,45.77,4.7,69127,69280,Marcy-l'Étoile,France,2019-12-02T15:45:00.000Z,45.743,4.824,69123,69001,Lyon,France,15305,1102
1572492,22430c31-d5ea-4439-adf3-2aba8662d48d,2019-12-02T15:30:00.000Z,45.8,4.75,69072,69570,Dardilly,France,2019-12-02T16:00:00.000Z,45.89,4.44,69243,69170,Tarare,France,23833,1716
1572928,d7ae026b-f52b-452b-b24c-9552fc37bfd3,2019-12-02T16:00:00.000Z,45.763999999999996,4.886,69266,69100,Villeurbanne,France,2019-12-02T16:15:00.000Z,45.768,4.7860000000000005,69244,69160,Tassin-la-Demi-Lune,France,13555,976
1515603,ae1b7947-b9cd-404c-b836-18ffb6f62f73,2019-12-02T16:00:00.000Z,45.786,4.763999999999999,69081,69130,Écully,France,2019-12-02T16:30:00.000Z,45.772,4.838,69123,69001,Lyon,France,7326,1348
1572918,beae7dbc-dff2-4c19-b72c-4a190b051b19,2019-12-02T16:00:00.000Z,45.65,4.75,69268,69390,Vourles,France,2019-12-02T16:15:00.000Z,45.723,4.873,69259,69200,Vénissieux,France,13402,965
1573103,0dbeaead-7cd3-4258-a643-338fb36d1950,2019-12-02T16:00:00.000Z,45.751999999999995,4.9,69029,69500,Bron,France,2019-12-02T16:00:00.000Z,45.733000000000004,4.908,69029,69500,Bron,France,3750,270
1513479,cb5ff9a6-642f-4960-b7ae-f738fa53def5,2019-12-02T16:00:00.000Z,45.8,4.77,69116,69760,Limonest,France,2019-12-02T16:15:00.000Z,45.743,4.8469999999999995,69123,69001,Lyon,France,10905,1211
1573266,7199fc07-2060-49af-a906-79caacf18032,2019-12-02T16:00:00.000Z,45.71,4.93,69290,69800,Saint-Priest,France,2019-12-02T16:15:00.000Z,45.768,4.849,69123,69001,Lyon,France,13569,977
1515714,4b7e3951-aafd-4caf-ad0a-8c556325c44a,2019-12-02T16:15:00.000Z,45.757,4.916,69266,69100,Villeurbanne,France,2019-12-02T16:45:00.000Z,45.84,4.73,69117,69380,Lissieu,France,24481,1713
1513940,ef6773c5-cbb1-47fe-8ead-14ae2eed6063,2019-12-02T16:15:00.000Z,45.773999999999994,4.874,69266,69100,Villeurbanne,France,2019-12-02T16:45:00.000Z,45.75,4.74,69205,69290,Saint-Genis-les-Ollières,France,15235,1389
1572768,5c600bbb-dd73-4e2f-8134-3851c83be230,2019-12-02T16:15:00.000Z,45.757,4.936,69275,69150,Décines-Charpieu,France,2019-12-02T16:30:00.000Z,45.76,4.99,69282,69330,Meyzieu,France,7277,524
1572746,43e3a846-3ef1-45f9-ae45-7f8d2b9e607d,2019-12-02T16:15:00.000Z,45.692,4.808,69204,69230,Saint-Genis-Laval,France,2019-12-02T16:30:00.000Z,45.763000000000005,4.841,69123,69001,Lyon,France,12236,881
1572753,729ed8b7-821b-4634-a49d-c15c3f66983d,2019-12-02T16:15:00.000Z,45.65,4.75,69268,69390,Vourles,France,2019-12-02T16:45:00.000Z,45.739,4.914,69029,69500,Bron,France,16597,1195
1572694,6e41c882-5c91-4ebe-b08f-a492d5c835c6,2019-12-02T16:15:00.000Z,45.89,4.7,69140,69480,Morancé,France,2019-12-02T16:30:00.000Z,45.773999999999994,4.793,69123,69001,Lyon,France,16791,1209
1572540,44d88bf6-d4fd-4082-90c7-1f45dc2d239f,2019-12-02T16:15:00.000Z,45.68,4.77,69027,69530,Brignais,France,2019-12-02T16:30:00.000Z,45.716,4.813,69149,69600,Oullins,France,9347,673
1572576,548e19c0-3ef1-4695-85c1-e02e743f9ac7,2019-12-02T16:15:00.000Z,45.68,4.77,69027,69530,Brignais,France,2019-12-02T16:30:00.000Z,45.74,4.862,69123,69001,Lyon,France,15861,1142
1572675,0eb24ca1-f4ad-4abc-ace5-8d6b95548728,2019-12-02T16:15:00.000Z,45.73,4.97,69271,69680,Chassieu,France,2019-12-02T16:30:00.000Z,45.748000000000005,4.879,69123,69001,Lyon,France,10847,781
1572559,a8c216df-8e34-474b-b8ad-f43e92364499,2019-12-02T16:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,2019-12-02T16:30:00.000Z,45.801,4.8260000000000005,69123,69001,Lyon,France,10027,722
1572750,0d6ecd54-fccf-42ff-815e-5b0e52a5c2c4,2019-12-02T16:15:00.000Z,45.8,4.77,69116,69760,Limonest,France,2019-12-02T16:30:00.000Z,45.728,4.78,69202,69110,Sainte-Foy-lès-Lyon,France,13194,950
1572538,59693220-9229-46cb-8706-d8cffc62b6e1,2019-12-02T16:15:00.000Z,45.71,4.92,69290,69800,Saint-Priest,France,2019-12-02T16:30:00.000Z,45.763000000000005,4.873,69266,69100,Villeurbanne,France,12430,895
